Response,TopicA,PercA,TopicB,PercB,TopicC,PercC,TopicD,PercD,TopicE,PercE,TopicF,PercF,TopicG,PercG,TopicH,PercH
"i'm very involved, and i apologize. life is just a little, um, tricky and just very busy. so i will be better at filling out the forms. and if i can find them now or if you want to send them to me, um, again, i will fill them out. i do want to stay in the study, and, um, i do think it's important. thank you.",0,0.45669543743133545,4.0,0.17167870700359344,5.0,0.3628048300743103,,,,,,,,,,
i'm working two jobs. i don't do not have the time. yeah.,0,0.018626205623149872,4.0,0.6609525084495544,5.0,0.28364694118499756,,,,,,,,,,
"i've had some health concerns and i can only get things through the postal mail, so if you send something out by mail, i'll try to fill it out.",0,0.9767382144927979,,,,,,,,,,,,,,
"i've had some major heart issues and last year i had heart surgery and i've been real sick myself, so i have not been able to participate.",4,0.4425451159477234,7.0,0.5324308276176453,,,,,,,,,,,,
"i've never received anything since the day we did the original blood test, so that'd be great if i got new stuff.",2,0.8172727227210999,3.0,0.15554893016815186,,,,,,,,,,,,
"i've returned my surveys, and as far as i can tell all of them, i'm not sure why you're not receiving them.",0,0.9584647417068481,,,,,,,,,,,,,,
"i, um, probably need to update my information with you guys. my, uh, name has since changed because i was, um i've remarried and my address has changed. so, um, it would also be helpful to me if i were able to access, um, some of these surveys. um, online. it's just limits. kind of, uh, when i'm able to do these things, if i'm only looking at at home, um, on paper at the end of the workday.",0,0.2003585547208786,1.0,0.7931467890739441,,,,,,,,,,,,
"i. it answered the initial a survey and received another survey, which i thought i filled out, and i haven't received any since. i would like to do further surveys.",0,0.872726321220398,5.0,0.11042063683271408,,,,,,,,,,,,
i?,0,0.2742570638656616,1.0,0.1130232959985733,2.0,0.059358611702919006,3.0,0.09276150166988373,4.0,0.07678686827421188,5.0,0.10737273097038269,6.0,0.13381493091583252,7.0,0.14262498915195465
"if i can take the last survey over, i will. i never submitted it.",0,0.018624132499098778,6.0,0.9411842226982117,,,,,,,,,,,,
"if i could get emails instead of mail comma, that would be better.",0,0.011946271173655987,1.0,0.9613701701164246,,,,,,,,,,,,
"if i got the survey materials, i would complete the if there is a way to do them online, that would be probably easier for me as i move a lot with my husband's job.",6,0.9780329465866089,,,,,,,,,,,,,,
"if i knew how to complete the surveys, i would do it. um, if it's something online and i need a log in with, um, a pass code, i don't have that. uh, if it was something on paper, i don't know about that either. so i certainly would complete a survey. i just, uh, need to either get one a paper survey or if it's online, uh, be given the information so i can complete it.",0,0.5869475603103638,7.0,0.4066864252090454,,,,,,,,,,,,
"if i received the packets, i would fill them out and send them back. but i have not received anything.",0,0.9641047716140747,,,,,,,,,,,,,,
"if i remember correctly, i think it was just you got to be too long or took up too much time. i think i don't remember.",2,0.9669411182403564,,,,,,,,,,,,,,
"if the survey was online and can be done through email or website, it would encourage me to participate again. mhm.",0,0.01194518432021141,7.0,0.9626624584197998,,,,,,,,,,,,
"if the um questionnaire could be sent digitally via email, that would help, um, otherwise continue to send them ah, via u. s mail.",1,0.810558557510376,7.0,0.17287245392799377,,,,,,,,,,,,
"if there could be an online emailed component instead of the paper mailed study form, it would be much more helpful. the mail gets put with the junk mail, and for that, um, and an email is much easier to respond to.",1,0.1927984207868576,7.0,0.7938868999481201,,,,,,,,,,,,
"if you could send the questions via email link that could be filled out online, i would be much more likely to participate. unfortunately, it gets lost with all of the mail that we get and gets covered up. and then i forget about it, period.",0,0.43347421288490295,5.0,0.09294062107801437,6.0,0.2536158263683319,7.0,0.21413977444171906,,,,,,,,
"if you guys were able to do another blood draw and obtain my blood, then i definitely would do it. because otherwise i don't see a point in completing the survey. since you don't have my blood to test for it again. when i they did the blood draw, i was pregnant and it was a little warm out. and my i was i get a little dehydrated. they were not able to draw blood from me for the research and they wouldn't do another blood draw. they wouldn't attempt it a second time.",2,0.990310549736023,,,,,,,,,,,,,,
"if you send another form, i will try my hardest to get it completed. thank you.",0,0.9641050100326538,,,,,,,,,,,,,,
"if you would send emails with a length to an online survey, it would be much easier to fill out. i could do it at any time. anywhere, um, paper forms. i put them aside on the table meeting to get back to them, get called away to a job or an emergency. and don't get back to them and forget about them. so an email that would link me to the website to fill this out would be fabulous. thank you.",0,0.3557715117931366,1.0,0.364734023809433,7.0,0.2749113142490387,,,,,,,,,,
"if you'll send the information or the packet to my new address, i would probably be able to do that.",0,0.5560266971588135,1.0,0.4136689603328705,,,,,,,,,,,,
"is there any online platform that i can sign that i can, um ah. ah. answer the questions on because i think that the mail, i always wind up missing it. or, uh, it gets caught up in all the other male, um, or if there is an email, i maybe, uh, something more of a secure link to a website. ah, something to that effect.",1,0.9881929159164429,,,,,,,,,,,,,,
"it would be better if it could be something where i'm responding. just like i'm doing now, uh, through of, uh, phone prompt, if you will, as most of the time. i do not have the opportunity to go online to do the survey or even complete the form. at times, i found it to be somewhat tasking. so anything that would be more less, more or less if you will, uh, streamlined would be better. thank you.",5,0.3458402156829834,7.0,0.6454486846923828,,,,,,,,,,,,
"it would be easier if there were a way for me to fill out the surveys online. i have difficulty with paper forms, uh, filling them out, returning them. uh, it would be much easier if i could just do them on a web form.",0,0.33284881711006165,1.0,0.11340956389904022,7.0,0.5448974370956421,,,,,,,,,,
"it would be easier if there were ways to do the survey electronically, um, so that it doesn't take as much time. so make it easy to participate in the likelihood that i will get it done will go up because i do want to participate. i forgot. and i didn't have the time when i first received it, which is why i didn't fill it out. so, um, it'd be easier if i could just go online, click a link, fill out the survey that way, and it doesn't take a lot of time, and i could get it done, uh, without having to try to remember to go back to the survey that i get in the mail. so, um, that's all. thank you.",0,0.2641671895980835,6.0,0.7312807440757751,,,,,,,,,,,,
"it's a bunch. well, you could start by maybe sending me the surveys.",0,0.29386061429977417,5.0,0.6755548715591431,,,,,,,,,,,,
"it's basically been a time issue. my husband got very sick and ended up dying, and i was his primary caretaker. my mother be, uh, started to suffer from dementia, and, uh, i had to take care of her and then, of course, covered hit. so i have been pretty much overwhelmed. yeah.",4,0.9861971139907837,,,,,,,,,,,,,,
"it's important study. i don't know how to answer. you, uh, develop cancer myself. and, uh, just just haven't had time to fill out those paperwork sent back to you.",0,0.5898604393005371,4.0,0.2762264013290405,7.0,0.12010874599218369,,,,,,,,,,
"it's just time for me. it's not that i'm not interested. it's just time and remembering to do it. um, please continue to send me what needs to be sent to me, and i will probably try to get them completed, okay?",0,0.751702606678009,6.0,0.23426492512226105,,,,,,,,,,,,
"it's not that i would not like to be involved in this, but my father had a stroke, and i just have absolutely no time at all, because i'm working full time spending every evening at their house. and i'm just overwhelmed at this time. so i do. i'm a nurse, and i appreciate what you're doing, and i do want to see the end of cancer, but i just am overwhelmed with too much stuff right now. thank you. bye.",4,0.9877102971076965,,,,,,,,,,,,,,
it's really nothing that you did wrong. i just forgot in a busy life.,0,0.015696953982114792,3.0,0.9480776190757751,,,,,,,,,,,,
it's too time consuming all those questions. how many times you did this and how many times you ate this kind of food? i don't know. and i'm not gonna sit there and worry about my answers. and you want the correct answer is not something that i just guess that or make up.,1,0.37259331345558167,4.0,0.1743973195552826,5.0,0.44043678045272827,,,,,,,,,,
it's very detailed and very time consuming.,0,0.04225124791264534,1.0,0.017412040382623672,3.0,0.014290567487478256,4.0,0.011829562485218048,5.0,0.8624843955039978,6.0,0.020615139976143837,7.0,0.02197239361703396,,
just make sure you change my email address or way to contact me. this is my correct phone number so you can send me a text with a link if needed.,0,0.4953412711620331,1.0,0.4866088032722473,,,,,,,,,,,,
just send me another packet and i will fill it out. thank you.,0,0.9394324421882629,6.0,0.01116764172911644,7.0,0.011902892962098122,,,,,,,,,,
"let's schedule time where i could answer the, uh questions, maybe over the telephone, or especially if it's later this year, come into an office and complete the form so i can get it done.",4,0.9806313514709473,,,,,,,,,,,,,,
"maybe if it were on the phone as they're doing right now maybe it would be easier for yeah, yeah, yeah. mmm, yeah.",6,0.3675053119659424,7.0,0.6093013882637024,,,,,,,,,,,,
"maybe there already is an online interface. but if there was an online way to complete everything and to see my previous submissions, i would find that useful. thank you.",4,0.09627216309309006,6.0,0.5868607759475708,7.0,0.30152884125709534,,,,,,,,,,
